date,region,market_id,campaign_id,campaign_name,channel,device,audience_segment,incentive_spend,marketing_spend,total_spend,orders_placed,orders_fulfilled,orders_unfulfilled,shoppers_active,shoppers_needed,supply_gap,gross_revenue,net_revenue,avg_order_value,new_customers,customer_ltv,customer_retention_rate,impressions,clicks,click_through_rate,conversion_rate,avg_delivery_time_min,order_cancellations,satisfaction_score
2/14/2025,Northeast,NO05,INC_Q1_BONUS,Winter Shopper Incentive,Email,Mobile,New,4777.42,14406.13,19183.55,1543,1479,64,95,150,55,138938.48,119754.93,93.94,271,79742.22,0.26,83289,9494,0.114,0.1558,59.43,24,7.3
2/14/2025,Midwest,MI01,CUST_RET_Q1,Customer Retargeting,Email,Mobile,Returning,7764.18,3053.73,10817.91,1013,1004,9,334,409,75,53374.33,42556.42,53.16,346,75199.38,0.34,45414,1216,0.0268,0.8257,58.09,2,6.5
2/14/2025,Northeast,NO01,NEW_USER_Q1,New User Acquisition,Paid Search,Mobile,Lapsed,5109.93,8607.68,13717.61,1190,1043,147,349,458,109,95342.63,81625.02,91.41,241,38792.32,0.31,15260,469,0.0307,2.2239,79.89,14,6.3
2/14/2025,Northeast,NO01,NEW_USER_Q1,New User Acquisition,Referral,Desktop,New,5457.69,2038.47,7496.16,617,611,6,54,190,136,64165.51,56669.35,105.02,186,14766.41,0.79,34927,406,0.0116,1.5049,119.77,4,6.9
2/14/2025,Midwest,MI04,CUST_RET_Q1,Customer Retargeting,Referral,Mobile,Lapsed,3506.77,1498.15,5004.92,1992,1720,272,427,452,25,49265.04,44260.12,28.64,70,5863.17,0.48,44484,5847,0.1314,0.2942,55.88,33,9
2/14/2025,Midwest,MI01,NEW_USER_Q1,New User Acquisition,Social,Desktop,New,6042.51,1861.79,7904.3,795,761,34,367,334,-33,87025.31,79121.01,114.36,112,14246,0.38,2949,352,0.1194,2.1619,61.71,12,8.6
2/14/2025,Northeast,NO03,NEW_USER_Q1,New User Acquisition,Email,Mobile,Returning,7935.19,7374.46,15309.65,694,630,64,331,301,-30,39374.7,24065.05,62.5,139,39894.85,0.24,38958,2988,0.0767,0.2108,59.31,12,6.1
2/14/2025,Northeast,NO05,INC_Q1_BONUS,Winter Shopper Incentive,Social,Desktop,New,5136.92,10968.41,16105.33,415,410,5,298,252,-46,25204.17,9098.84,61.47,173,18897.05,0.67,78975,2236,0.0283,0.1834,90.82,3,7.3
2/14/2025,Midwest,MI03,INC_Q1_BONUS,Winter Shopper Incentive,Social,Mobile,Lapsed,2674.95,2702.72,5377.67,614,610,4,479,444,-35,71150.97,65773.3,116.64,248,47550.64,0.44,96758,7405,0.0765,0.0824,106.91,0,8.4
2/14/2025,Southeast,SO04,LOYALTY_Q1,Loyalty Rewards,Email,Mobile,New,5318.78,14941.84,20260.62,360,359,1,101,99,-2,14371.51,-5889.11,40.03,403,34944.95,0.53,7800,396,0.0508,0.9066,106.91,14,6.6
2/14/2025,Northeast,NO01,NEW_USER_Q1,New User Acquisition,Paid Search,Mobile,Returning,5333.99,2738.62,8072.61,1579,1561,18,75,52,-23,73341,65268.39,46.98,232,66479.46,0.8,68759,8941,0.13,0.1746,80.24,18,6.2
2/14/2025,Midwest,MI05,LOYALTY_Q1,Loyalty Rewards,Email,Desktop,Lapsed,8728.79,13359.28,22088.07,549,477,72,469,531,62,16555.23,-5532.84,34.71,431,29037.21,0.49,42835,479,0.0112,0.9958,49.5,27,7.3
2/15/2025,Northeast,NO02,LOYALTY_Q1,Loyalty Rewards,Email,Desktop,Returning,6372.48,10834.51,17206.99,813,785,28,291,337,46,56340.36,39133.37,71.77,298,80648.74,0.25,89652,1882,0.021,0.4171,65.72,1,8.9
2/15/2025,West,WE01,LOYALTY_Q1,Loyalty Rewards,Email,Mobile,Returning,3876.15,11973.08,15849.23,599,556,43,283,322,39,57822,41972.77,104,21,4965.1,0.32,20873,2425,0.1162,0.2293,91.05,15,6.4
2/15/2025,Southeast,SO05,INC_Q1_BONUS,Winter Shopper Incentive,Referral,Desktop,New,9516.57,8180.63,17697.2,719,663,56,401,420,19,52292.9,34595.7,78.87,259,44769.33,0.51,80063,5746,0.0718,0.1154,84.52,16,8.6
2/15/2025,Northeast,NO04,NEW_USER_Q1,New User Acquisition,Social,Mobile,Returning,7915.28,5250.74,13166.02,1478,1256,222,365,504,139,135070.95,121904.93,107.54,74,12202.31,0.38,31134,559,0.018,2.2469,67.67,8,6.6
2/15/2025,Midwest,MI02,INC_Q1_BONUS,Winter Shopper Incentive,Social,Mobile,Lapsed,8262.47,13054.12,21316.59,1631,1389,242,63,97,34,85840.09,64523.5,61.8,12,1956.13,0.62,11129,1540,0.1384,0.9019,42.06,46,6.3
2/15/2025,Southeast,SO02,INC_Q1_BONUS,Winter Shopper Incentive,Social,Mobile,Lapsed,7319.74,13558.54,20878.28,859,730,129,432,539,107,56227.37,35349.09,77.02,226,32591.21,0.74,40492,597,0.0147,1.2228,103.9,18,7.8
2/15/2025,West,WE04,CUST_RET_Q1,Customer Retargeting,Email,Desktop,New,9758.79,10644.13,20402.92,1599,1456,143,446,397,-49,71403.83,51000.91,49.04,441,59955.37,0.63,39230,3483,0.0888,0.418,52.44,42,6.6
2/15/2025,Northeast,NO04,LOYALTY_Q1,Loyalty Rewards,Referral,Desktop,Returning,6051.34,6174.48,12225.82,1729,1706,23,242,376,134,126875.46,114649.64,74.37,250,37445.73,0.68,75181,5053,0.0672,0.3376,34.73,10,7.6
2/15/2025,Midwest,MI01,CUST_RET_Q1,Customer Retargeting,Social,Mobile,Lapsed,5877.45,1621.63,7499.08,1325,1261,64,329,434,105,133983.75,126484.67,106.25,25,4766.67,0.25,13202,1504,0.1139,0.8384,79.23,56,8.9
2/16/2025,Southeast,SO01,CUST_RET_Q1,Customer Retargeting,Referral,Desktop,Lapsed,3095.97,14312.09,17408.06,847,723,124,70,66,-4,44806.29,27398.23,61.97,452,131590.81,0.66,33196,4904,0.1477,0.1474,66.84,37,6.7
2/16/2025,West,WE03,NEW_USER_Q1,New User Acquisition,Social,Mobile,New,8451.89,4909.87,13361.76,290,261,29,491,593,102,10845.33,-2516.43,41.55,152,15680.49,0.22,94812,6367,0.0672,0.041,98.33,3,8.6
2/16/2025,Northeast,NO01,LOYALTY_Q1,Loyalty Rewards,Social,Desktop,Returning,1642.35,1956.77,3599.12,564,499,65,369,479,110,33371.52,29772.4,66.88,98,25101.1,0.24,12240,636,0.052,0.7846,96.89,3,6.2
2/16/2025,Midwest,MI01,INC_Q1_BONUS,Winter Shopper Incentive,Referral,Desktop,Returning,8642.73,9054.98,17697.71,1805,1742,63,271,382,111,66498.97,48801.26,38.17,400,21755.24,0.38,41992,4764,0.1135,0.3657,50.09,56,7.1
2/16/2025,Midwest,MI01,NEW_USER_Q1,New User Acquisition,Referral,Desktop,Returning,1083.74,12392.13,13475.87,1613,1547,66,386,504,118,58866.17,45390.3,38.05,450,90203.26,0.55,14029,1845,0.1315,0.8385,56.76,52,8
2/16/2025,Southeast,SO02,NEW_USER_Q1,New User Acquisition,Social,Mobile,New,1206.78,12432.06,13638.84,270,239,31,408,510,102,19933.81,6294.97,83.41,154,34907.32,0.74,89571,1173,0.0131,0.2038,30.75,9,6.7
2/16/2025,Southeast,SO04,NEW_USER_Q1,New User Acquisition,Social,Desktop,Lapsed,8474.02,14222.83,22696.85,815,716,99,395,436,41,77517.65,54820.8,108.26,343,36631.65,0.2,40042,955,0.0238,0.7497,98.23,5,7.2
2/16/2025,Northeast,NO05,LOYALTY_Q1,Loyalty Rewards,Social,Mobile,New,2298.67,3961.29,6259.96,747,658,89,485,580,95,72315.76,66055.8,109.9,361,59974.6,0.65,64023,4215,0.0658,0.1561,45.23,20,8.9
2/16/2025,Southeast,SO01,NEW_USER_Q1,New User Acquisition,Email,Desktop,Returning,3206.44,6832.85,10039.29,819,760,59,95,231,136,58266.73,48227.44,76.67,289,55282.25,0.75,28937,3371,0.1165,0.2255,106.57,9,7.7
2/16/2025,Midwest,MI03,LOYALTY_Q1,Loyalty Rewards,Paid Search,Desktop,Returning,5898.16,6577.95,12476.11,694,626,68,190,217,27,73964.49,61488.38,118.15,374,64004.35,0.33,69196,9105,0.1316,0.0688,72.49,6,8
2/16/2025,Midwest,MI02,NEW_USER_Q1,New User Acquisition,Social,Desktop,Returning,6619.95,13854.68,20474.63,451,449,2,87,133,46,18592.4,-1882.23,41.41,160,23935.11,0.39,80766,1364,0.0169,0.3292,42.27,0,8.5
2/17/2025,West,WE03,CUST_RET_Q1,Customer Retargeting,Referral,Mobile,New,914.24,14923.71,15837.95,257,255,2,422,377,-45,14539.05,-1298.9,57.02,242,69760.85,0.4,1301,189,0.1453,1.3492,116.73,0,6.2
2/17/2025,Southeast,SO05,CUST_RET_Q1,Customer Retargeting,Paid Search,Mobile,Lapsed,6177.85,13125.34,19303.19,1188,1030,158,315,317,2,117907.83,98604.64,114.47,159,45277.52,0.2,2813,274,0.0974,3.7591,63.62,44,7.2
2/17/2025,Southeast,SO01,LOYALTY_Q1,Loyalty Rewards,Social,Mobile,New,9863.21,10613.5,20476.71,594,583,11,51,41,-10,57174.77,36698.06,98.07,238,60517.87,0.47,50692,3559,0.0702,0.1638,69.4,2,7.7
2/17/2025,Southeast,SO02,INC_Q1_BONUS,Winter Shopper Incentive,Email,Mobile,New,6117.36,13415.77,19533.13,586,570,16,214,288,74,45375.64,25842.51,79.61,227,55988.61,0.21,9572,1384,0.1446,0.4118,102.65,19,6
2/17/2025,West,WE04,LOYALTY_Q1,Loyalty Rewards,Social,Desktop,New,6472.85,8752.2,15225.05,381,348,33,360,413,53,7929.17,-7295.88,22.78,143,14859.12,0.25,64582,1948,0.0302,0.1786,117.72,11,7.3
2/17/2025,West,WE05,LOYALTY_Q1,Loyalty Rewards,Referral,Desktop,Lapsed,1258.64,11891.78,13150.42,381,356,25,484,543,59,39965.38,26814.96,112.26,246,30625.76,0.21,48606,5352,0.1101,0.0665,85.32,6,8.6
2/17/2025,West,WE04,INC_Q1_BONUS,Winter Shopper Incentive,Referral,Mobile,Returning,2355.1,1594.7,3949.8,509,461,48,72,83,11,23292.19,19342.39,50.53,250,57178.5,0.64,18336,426,0.0232,1.0822,95.89,19,7.7
2/17/2025,Northeast,NO05,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Desktop,Returning,6073.02,13733.24,19806.26,282,274,8,214,210,-4,14788.18,-5018.08,53.97,464,51427.89,0.73,54974,4044,0.0736,0.0678,102.11,9,9
2/17/2025,Midwest,MI01,LOYALTY_Q1,Loyalty Rewards,Email,Mobile,Returning,2847.88,1245.92,4093.8,373,365,8,235,199,-36,36718.36,32624.56,100.6,288,84234.64,0.58,76172,4341,0.057,0.0841,77.69,9,6.2
2/17/2025,Northeast,NO04,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Desktop,New,5819.66,9269.17,15088.83,967,902,65,493,599,106,52468.29,37379.46,58.17,288,19478.47,0.66,72984,2571,0.0352,0.3508,31.4,41,7.4
2/17/2025,West,WE03,CUST_RET_Q1,Customer Retargeting,Paid Search,Mobile,Lapsed,8012.17,3810.43,11822.6,1244,1075,169,90,136,46,44139.77,32317.17,41.06,177,47607.94,0.51,12226,1516,0.124,0.7091,97.77,28,6.9
2/17/2025,West,WE03,INC_Q1_BONUS,Winter Shopper Incentive,Email,Mobile,Returning,4220.5,12252.65,16473.15,534,487,47,496,573,77,50216.47,33743.32,103.11,447,67066.71,0.74,49359,7364,0.1492,0.0661,45.14,14,8.7
2/18/2025,West,WE02,CUST_RET_Q1,Customer Retargeting,Paid Search,Desktop,New,1912.3,6804.74,8717.04,575,534,41,409,407,-2,26678.42,17961.38,49.96,233,15557.2,0.65,25442,3103,0.122,0.1721,61.44,28,7.9
2/18/2025,Southeast,SO04,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Desktop,Lapsed,8517.28,4988.71,13505.99,1930,1872,58,482,623,141,133411.4,119905.41,71.27,372,22728.06,0.37,6463,143,0.0221,13.0909,85.54,87,7.6
2/18/2025,Northeast,NO05,INC_Q1_BONUS,Winter Shopper Incentive,Referral,Desktop,Lapsed,3715.82,1099.29,4815.11,265,259,6,281,256,-25,30568.77,25753.66,118.03,343,80778.43,0.22,82218,8109,0.0986,0.0319,110.91,5,8.3
2/18/2025,Southeast,SO03,INC_Q1_BONUS,Winter Shopper Incentive,Referral,Mobile,Lapsed,2767.79,10657.78,13425.57,820,797,23,457,413,-44,51008.5,37582.93,64,484,46658.09,0.68,43348,1000,0.0231,0.797,73.59,21,6.8
2/18/2025,West,WE02,CUST_RET_Q1,Customer Retargeting,Email,Mobile,Lapsed,7969.82,8598.83,16568.65,856,848,8,358,466,108,24074.94,7506.29,28.39,313,54142.46,0.68,73795,2046,0.0277,0.4145,61.18,5,6.6
2/18/2025,West,WE04,LOYALTY_Q1,Loyalty Rewards,Social,Desktop,Returning,8800.24,12052.37,20852.61,1953,1805,148,329,318,-11,197249.2,176396.59,109.28,440,67962.63,0.54,49821,1499,0.0301,1.2041,89.49,87,7.6
2/18/2025,West,WE03,NEW_USER_Q1,New User Acquisition,Social,Mobile,Returning,2695.94,6518.39,9214.33,959,886,73,372,489,117,102444.56,93230.23,115.63,125,6642.13,0.64,16611,2205,0.1327,0.4018,48.78,12,7
2/18/2025,Midwest,MI05,INC_Q1_BONUS,Winter Shopper Incentive,Email,Mobile,Lapsed,3020.6,1872.78,4893.38,731,714,17,76,202,126,64737.5,59844.12,90.67,32,8840.21,0.62,58911,7451,0.1265,0.0958,37.54,17,6.3
2/19/2025,Southeast,SO04,LOYALTY_Q1,Loyalty Rewards,Email,Desktop,New,4976.1,12502.92,17479.02,1999,1793,206,265,345,80,193612.07,176133.05,107.98,295,27564.92,0.63,86751,1926,0.0222,0.9309,94.72,34,6.4
2/19/2025,Southeast,SO04,LOYALTY_Q1,Loyalty Rewards,Social,Desktop,Lapsed,4405.58,7225.98,11631.56,1089,1030,59,66,211,145,62326.13,50694.57,60.51,306,70072.83,0.56,71134,5651,0.0794,0.1823,30.7,49,7.8
2/19/2025,West,WE03,NEW_USER_Q1,New User Acquisition,Email,Mobile,Lapsed,9195.25,4719.6,13914.85,1661,1460,201,225,253,28,59220.74,45305.89,40.56,392,36137.44,0.78,11737,1241,0.1057,1.1765,47.12,76,6.9
2/19/2025,Northeast,NO01,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Desktop,Returning,5781.16,6655.67,12436.83,1468,1455,13,395,519,124,127617.15,115180.32,87.71,279,58157.34,0.47,78198,1157,0.0148,1.2576,74.78,26,8.8
2/19/2025,Southeast,SO05,NEW_USER_Q1,New User Acquisition,Referral,Desktop,New,7022.57,6130.4,13152.97,335,307,28,237,243,6,32651.81,19498.84,106.36,31,7828.47,0.36,10394,1241,0.1194,0.2474,113.77,0,6.8
2/19/2025,Southeast,SO01,INC_Q1_BONUS,Winter Shopper Incentive,Email,Desktop,Lapsed,872.81,14831.76,15704.57,573,502,71,477,553,76,35812.38,20107.81,71.34,138,10549.37,0.37,3674,347,0.0944,1.4467,69.36,2,8.1
2/19/2025,Midwest,MI02,NEW_USER_Q1,New User Acquisition,Email,Mobile,New,1018.13,12790.94,13809.07,1974,1943,31,149,244,95,199837.49,186028.42,102.85,128,6438.52,0.57,94238,5307,0.0563,0.3661,115.92,44,6.2
2/19/2025,Southeast,SO01,CUST_RET_Q1,Customer Retargeting,Email,Desktop,New,8853.57,14127.55,22981.12,1140,987,153,261,389,128,40210.25,17229.13,40.74,300,89664.02,0.21,1693,87,0.0514,11.3448,99.17,38,6.7
2/20/2025,Midwest,MI05,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Mobile,Returning,9302.58,7889.63,17192.21,1631,1402,229,118,101,-17,115076.96,97884.75,82.08,459,60674.25,0.58,13015,752,0.0578,1.8644,78.35,22,6.4
2/20/2025,Midwest,MI03,CUST_RET_Q1,Customer Retargeting,Referral,Mobile,New,8667.6,7415.55,16083.15,959,854,105,302,264,-38,86924.45,70841.3,101.79,60,8675.21,0.65,73914,1783,0.0241,0.479,116.57,45,8.3
2/20/2025,West,WE02,LOYALTY_Q1,Loyalty Rewards,Paid Search,Desktop,New,8748.82,5126.01,13874.83,334,287,47,422,509,87,14028.85,154.02,48.88,426,77057.18,0.32,43940,3639,0.0828,0.0789,62.83,5,7.2
2/20/2025,Midwest,MI05,CUST_RET_Q1,Customer Retargeting,Paid Search,Desktop,New,7043.29,10393.94,17437.23,575,541,34,353,465,112,16574.52,-862.71,30.64,376,19329.34,0.31,55567,5516,0.0993,0.0981,56.65,14,7
2/20/2025,Northeast,NO01,CUST_RET_Q1,Customer Retargeting,Paid Search,Desktop,Lapsed,8136.9,3576.57,11713.47,1210,1067,143,445,472,27,127029.75,115316.28,119.05,420,96485.23,0.64,93943,13682,0.1456,0.078,81.59,25,8.5
2/20/2025,West,WE05,CUST_RET_Q1,Customer Retargeting,Paid Search,Desktop,Returning,4751.65,13838.3,18589.95,768,745,23,302,370,68,15179.01,-3410.94,20.37,285,55066.19,0.44,89636,8291,0.0925,0.0899,54.81,4,7.2
2/20/2025,Midwest,MI01,INC_Q1_BONUS,Winter Shopper Incentive,Social,Mobile,Lapsed,9783.79,13088.2,22871.99,1092,1087,5,350,426,76,67167.65,44295.66,61.79,176,50944.05,0.44,68699,2508,0.0365,0.4334,79.31,8,8
2/20/2025,Midwest,MI01,NEW_USER_Q1,New User Acquisition,Paid Search,Mobile,Returning,2849.77,6618.87,9468.64,550,517,33,441,515,74,44204.78,34736.14,85.5,422,119403.11,0.26,25604,1407,0.055,0.3674,39.27,20,7.8
2/20/2025,Southeast,SO02,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Mobile,Lapsed,4126.24,6247.63,10373.87,1949,1819,130,66,188,122,171753.92,161380.05,94.42,195,49582.89,0.69,72895,9874,0.1355,0.1842,39.79,26,7.8
2/20/2025,Midwest,MI03,INC_Q1_BONUS,Winter Shopper Incentive,Social,Mobile,Returning,4185.04,9938.39,14123.43,1779,1618,161,113,173,60,71441.63,57318.2,44.15,389,33317.55,0.31,61342,677,0.011,2.39,103.51,86,8.1
2/21/2025,Midwest,MI01,CUST_RET_Q1,Customer Retargeting,Email,Mobile,New,6170.08,7241.66,13411.74,1338,1148,190,137,203,66,91968,78556.26,80.11,161,34248.26,0.23,60735,7685,0.1265,0.1494,49.11,63,9
2/21/2025,Midwest,MI05,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Desktop,Lapsed,9398.93,2925.29,12324.22,572,504,68,464,455,-9,23080.26,10756.04,45.79,261,24465.81,0.79,17371,1461,0.0841,0.345,51.77,15,8.9
2/21/2025,Midwest,MI02,LOYALTY_Q1,Loyalty Rewards,Referral,Mobile,New,710.17,5530.54,6240.71,178,173,5,107,82,-25,6209.63,-31.08,35.89,235,70331.06,0.46,7540,977,0.1296,0.1771,77.43,3,8.5
2/21/2025,West,WE01,LOYALTY_Q1,Loyalty Rewards,Email,Mobile,Returning,1890.55,6145.48,8036.03,1515,1396,119,74,102,28,162370.87,154334.84,116.31,453,110613.95,0.27,95299,5113,0.0537,0.273,75.55,17,6.8
2/21/2025,Midwest,MI03,CUST_RET_Q1,Customer Retargeting,Social,Desktop,New,9584.11,2864.03,12448.14,291,281,10,442,560,118,24956.59,12508.45,88.81,69,4768.19,0.37,91353,1404,0.0154,0.2001,111.16,4,8.5
2/21/2025,Midwest,MI03,LOYALTY_Q1,Loyalty Rewards,Email,Mobile,Lapsed,7764.83,10394.77,18159.6,208,206,2,114,144,30,11958.66,-6200.94,58.05,280,49467.09,0.43,74155,4731,0.0638,0.0435,32.27,3,6.4
2/21/2025,Midwest,MI03,NEW_USER_Q1,New User Acquisition,Referral,Desktop,Returning,8053.55,2900.44,10953.99,1026,925,101,283,264,-19,86427.38,75473.39,93.44,76,5702.94,0.36,32362,1246,0.0385,0.7424,53.46,8,7
2/21/2025,Southeast,SO02,LOYALTY_Q1,Loyalty Rewards,Referral,Mobile,Lapsed,2344.22,8512.51,10856.73,1963,1772,191,122,169,47,119180.44,108323.71,67.26,142,22345.4,0.48,99575,6139,0.0617,0.2886,106.92,60,6.7
2/21/2025,West,WE01,CUST_RET_Q1,Customer Retargeting,Social,Desktop,New,601.39,11871.8,12473.19,1194,1159,35,413,553,140,121811.34,109338.15,105.1,396,46666.76,0.71,14833,1256,0.0847,0.9228,34.75,0,6.8
2/21/2025,Northeast,NO04,INC_Q1_BONUS,Winter Shopper Incentive,Social,Desktop,New,3781.88,4634.55,8416.43,1067,1016,51,160,131,-29,111211.14,102794.71,109.46,175,26654.67,0.37,77394,6795,0.0878,0.1495,115.23,26,7.8
2/21/2025,Northeast,NO02,CUST_RET_Q1,Customer Retargeting,Social,Mobile,New,4640.56,7331.84,11972.4,890,822,68,468,470,2,25776.88,13804.48,31.36,195,53420.84,0.23,79047,4734,0.0599,0.1736,59.11,1,7.5
2/21/2025,Northeast,NO02,CUST_RET_Q1,Customer Retargeting,Paid Search,Desktop,Lapsed,2782.16,4923.03,7705.19,151,139,12,77,170,93,5964.72,-1740.47,42.91,409,64845.58,0.28,49738,4351,0.0875,0.0319,85.45,3,7.2
2/21/2025,West,WE03,LOYALTY_Q1,Loyalty Rewards,Paid Search,Desktop,Lapsed,1627.23,8985.42,10612.65,1200,1195,5,206,193,-13,83925.06,73312.41,70.23,349,64729.05,0.25,90622,4495,0.0496,0.2659,51.45,28,6.8
2/21/2025,Southeast,SO05,LOYALTY_Q1,Loyalty Rewards,Email,Mobile,Lapsed,6947.78,7619.26,14567.04,1488,1336,152,320,382,62,135164.94,120597.9,101.17,201,50098.63,0.51,91141,3655,0.0401,0.3655,89.06,15,6.4
2/21/2025,Southeast,SO04,CUST_RET_Q1,Customer Retargeting,Paid Search,Desktop,New,4977.39,2664.2,7641.59,620,537,83,338,371,33,26735.96,19094.37,49.79,115,17191.27,0.6,22966,1657,0.0722,0.3241,35.79,8,7
2/21/2025,Northeast,NO04,LOYALTY_Q1,Loyalty Rewards,Email,Mobile,Lapsed,3088.24,8688.18,11776.42,1752,1530,222,353,395,42,33619.01,21842.59,21.97,119,26607.09,0.7,21547,1208,0.0561,1.2666,37.92,28,7.5
2/21/2025,West,WE05,NEW_USER_Q1,New User Acquisition,Email,Mobile,Returning,2980.13,4901.9,7882.03,1773,1769,4,473,615,142,59328.47,51446.44,33.54,496,133186.75,0.63,4061,529,0.1303,3.344,114.66,35,6.9
2/21/2025,Northeast,NO04,CUST_RET_Q1,Customer Retargeting,Email,Desktop,New,3438.28,3262.23,6700.51,1038,994,44,236,188,-48,37626.17,30925.66,37.85,175,23752.74,0.32,46489,1625,0.035,0.6117,113.2,22,6.6
2/21/2025,Northeast,NO04,INC_Q1_BONUS,Winter Shopper Incentive,Paid Search,Mobile,Returning,6716.74,7825.03,14541.77,846,835,11,118,256,138,73260.84,58719.07,87.74,228,63774.61,0.57,10850,459,0.0423,1.8192,37.74,38,8.6
2/22/2025,West,WE01,NEW_USER_Q1,New User Acquisition,Social,Mobile,New,4478.32,6363.94,10842.26,733,669,64,179,182,3,62754.45,51912.19,93.8,316,22936.62,0.66,54276,3500,0.0645,0.1911,55.98,35,8.2
2/22/2025,Northeast,NO04,INC_Q1_BONUS,Winter Shopper Incentive,Email,Desktop,Returning,1716.91,5735.75,7452.66,1035,972,63,202,210,8,72908.94,65456.28,75.01,482,43823.9,0.36,15291,413,0.027,2.3535,47.77,45,6
2/22/2025,Northeast,NO02,CUST_RET_Q1,Customer Retargeting,Email,Desktop,Returning,5441.61,3000.26,8441.87,1594,1527,67,61,129,68,54761.91,46320.04,35.86,299,24953.67,0.58,47154,2264,0.048,0.6745,66.22,56,6
2/22/2025,Southeast,SO04,INC_Q1_BONUS,Winter Shopper Incentive,Email,Desktop,Returning,8722.84,2439.8,11162.64,509,454,55,355,475,120,52837.57,41674.93,116.38,204,26740.8,0.61,16216,2305,0.1421,0.197,98.92,1,7.7
2/22/2025,Northeast,NO02,NEW_USER_Q1,New User Acquisition,Social,Mobile,New,4162.76,8093.6,12256.36,851,779,72,391,489,98,26240.24,13983.88,33.68,487,137926.64,0.75,95342,4796,0.0503,0.1624,95.22,37,6.1
2/22/2025,Northeast,NO05,NEW_USER_Q1,New User Acquisition,Referral,Mobile,New,1495.94,4751.2,6247.14,427,386,41,224,199,-25,13564.44,7317.3,35.14,235,32994.43,0.44,56206,3447,0.0613,0.112,39.52,13,6.5
2/22/2025,Midwest,MI03,CUST_RET_Q1,Customer Retargeting,Social,Mobile,New,4331.96,10470.61,14802.57,1895,1711,184,198,265,67,100343.74,85541.17,58.65,98,23214.07,0.53,93320,1958,0.021,0.8739,109.31,20,8.9
2/22/2025,West,WE04,LOYALTY_Q1,Loyalty Rewards,Social,Mobile,Lapsed,5546.41,2384.23,7930.64,193,191,2,289,329,40,7836.27,-94.37,41.03,349,94042.18,0.53,89444,5941,0.0664,0.0321,88.42,9,7
2/22/2025,West,WE02,NEW_USER_Q1,New User Acquisition,Email,Mobile,Lapsed,3301.85,1213.71,4515.56,1092,931,161,321,282,-39,23498.97,18983.41,25.24,201,53931.03,0.62,88317,8921,0.101,0.1044,88.83,46,7.2
2/22/2025,Northeast,NO05,NEW_USER_Q1,New User Acquisition,Referral,Mobile,Lapsed,8334.47,4865.66,13200.13,719,614,105,314,454,140,66716.6,53516.47,108.66,484,86457.76,0.26,17191,2184,0.127,0.2811,94.66,11,8.3
2/22/2025,Southeast,SO04,NEW_USER_Q1,New User Acquisition,Referral,Mobile,Returning,9894.32,14286.97,24181.29,1082,1076,6,229,335,106,112410.71,88229.42,104.47,441,24357.76,0.56,79413,9404,0.1184,0.1144,33.04,2,6.2
2/22/2025,Midwest,MI02,INC_Q1_BONUS,Winter Shopper Incentive,Email,Mobile,Returning,5046.55,10787.49,15834.04,379,354,25,283,413,130,14003.2,-1830.84,39.56,460,116984.82,0.54,18443,862,0.0467,0.4107,33.53,16,8.2
2/22/2025,Midwest,MI03,NEW_USER_Q1,New User Acquisition,Email,Mobile,New,9723.11,14264.68,23987.79,1957,1767,190,57,189,132,43239.71,19251.92,24.47,190,56336.33,0.31,18905,2366,0.1252,0.7468,54.42,18,7.6
2/22/2025,Northeast,NO05,CUST_RET_Q1,Customer Retargeting,Social,Desktop,Returning,4681.41,8174,12855.41,1533,1424,109,331,364,33,141994.89,129139.48,99.72,385,52886.88,0.65,93604,11440,0.1222,0.1245,101.25,48,8.3
2/22/2025,Southeast,SO03,INC_Q1_BONUS,Winter Shopper Incentive,Social,Desktop,Returning,734.31,10454.53,11188.84,1291,1222,69,194,300,106,71377.85,60189.01,58.41,85,24698.41,0.34,85946,979,0.0114,1.2482,60.46,4,8
2/22/2025,Northeast,NO01,NEW_USER_Q1,New User Acquisition,Email,Mobile,Lapsed,6118.77,6013.19,12131.96,371,327,44,371,358,-13,16669.79,4537.83,50.98,363,34799.38,0.61,63552,3179,0.05,0.1029,112.55,12,6.5
2/23/2025,West,WE03,CUST_RET_Q1,Customer Retargeting,Email,Desktop,Returning,3637.4,7082.33,10719.73,272,231,41,269,344,75,5920.61,-4799.12,25.63,485,117272.38,0.69,43918,5026,0.1144,0.046,82.5,13,7.2
2/23/2025,West,WE02,LOYALTY_Q1,Loyalty Rewards,Social,Desktop,Lapsed,1237.34,8595.48,9832.82,1757,1649,108,413,460,47,96341.11,86508.29,58.42,204,53935.68,0.75,69670,1661,0.0238,0.9928,110.07,31,7.1
2/23/2025,Northeast,NO01,LOYALTY_Q1,Loyalty Rewards,Referral,Desktop,Lapsed,3169.86,10981.44,14151.3,1033,979,54,434,485,51,35194.29,21042.99,35.95,422,28536.9,0.31,19452,2228,0.1145,0.4394,94.85,46,8.1
